Rank,Corpus ID,Authors,Year,Title,DOI,DSD_variety,DSD_frequency,LSD_variety,LSD_frequency,PSD_variety,PSD_frequency,MSD_variety,MSD_frequency,Score,Matched_Terms
359,5215,"Higuchi, A.L., Kyushu Univ., Fukuoka (Japan); Yutaka, T.; Fukuda, S.",2009,An analysis of the current situation of the small Peruvian Pisco producers in the Canete Valley: A case of study among associated farmers vs non-associated ones,,0,0,4,4,1,1,1,1,21.85,LSD: -econo*(1); cooperat*(1); education(1); socio(1) | PSD: organization(1) | MSD: farmer(1)
360,1076,Kaushal N.,2025,An Analysis and Profiling of Promising Indian Women’s Innate Leadership and Entrepreneurial Approaches,10.1007/978-3-031-91493-5_22,1,2,1,2,1,2,2,2,21.7,DSD: feminis*(2) | LSD: autonomy*(2) | PSD: power(2) | MSD: modern(1); think*(1)
361,774,"Grovermann C., Rees C., Beye A., Wossen T., Abdoulaye T., Cicek H.",2023,Uptake of agroforestry-based crop management in the semi-arid Sahel – Analysis of joint decisions and adoption determinants,10.3389/fsufs.2023.1042551,0,0,2,2,6,7,5,14,21.65,LSD: cooperat*(1); social(1) | PSD: engage*(1); extension(2); training*(1); resilience*(1); youth*(1); local knowledge*(1) | MSD: knowledge(1); adoption*(7); decision*(4); discussion*(1); farmer(1)
362,2139,"Kondo, K; Mabon, L; Bi, YF; Chen, YL; Hayabuchi, Y",2021,Balancing conflicting mitigation and adaptation behaviours of urban residents under climate change and the urban heat island effect,10.1016/j.scs.2020.102585,1,1,1,1,3,7,3,3,21.55,DSD: social science*(1) | LSD: social(1) | PSD: engage*(1); communicat*(2); urban(4) | MSD: illustrate(1); perception*(1); strateg*(1)
363,2106,"Haresaku, S; Aoki, H; Kubota, K; Monji, M; Miyoshi, M; Machishima, K; Nakashima, F; Naito, T",2020,"Comparison of perceptions, attitudes and performance regarding collaborative oral health care among health-care workers",10.1111/idj.12581,0,0,2,9,2,4,2,5,21.5,LSD: collaborat*(6); care work*(3) | PSD: sts*(3); systemic*(1) | MSD: language*(1); perception*(4)
364,879,"Rao B.R., Batni A.R., Shrivastava P.",2024,Fostering Agriculture Ecosystem for Sustainability,10.1002/9781394242962.ch12,0,0,3,4,4,5,0,0,21.25,LSD: marketing*(1); supply chain*(1); value chain*(2) | PSD: corporat*(1); commod*(1); financ*(1); intervention(2)
365,1100,"Landy F., Umadevi K., Amuthavalluvan V.",2025,Between Agroecology and Landless Women Beekeeping in the Puducherry Region,,0,0,3,3,5,5,0,0,21.25,LSD: -econo*(1); socio(1); landless*(1) | PSD: argue*(1); income*(1); perspective(1); training*(1); subsid*(1)
366,7006,"Parthiban, J. J.; Anjugam, M.",2025,A study on Economic Analysis of Organic Coconut Cultivation in Coimbatore District,,0,0,3,4,4,5,0,0,21.25,LSD: interview(1); labour*(2); marketing*(1) | PSD: income*(2); market(1); price(1); certification*(1)
367,7341,"Parthiban, J. J.; Anjugam, M.",,A study on Economic Analysis of Organic Coconut Cultivation in Coimbatore District,,0,0,3,4,4,5,0,0,21.25,LSD: interview(1); labour*(2); marketing*(1) | PSD: income*(2); market(1); price(1); certification*(1)
368,344,"Wakefield-Rann R., Fam D., Stewart S.",2020,Routine exposure: social practices and environmental health risks in the home,10.1057/s41285-018-00084-8,1,1,1,4,2,2,1,2,21.2,DSD: social science*(1) | LSD: social(4) | PSD: engage*(1); household(1) | MSD: knowledge(2)
369,392,"van Mansvelt J.D., Struik P.C., Bos A., Daub W., Sprangers D., van den Berg M., Vingerhoets M., Zoeteman K.",2021,Changing ground: Handling tensions between production ethics and environmental ethics of agricultural soils,10.3390/su132313291,0,0,3,4,3,4,2,2,21.2,LSD: empower*(2); land tenure*(1); property right*(1) | PSD: argue*(1); food system*(2); tenure*(1) | MSD: decision*(1); urbaniz*(1)
370,777,"Dobrovolska O., Grabovska T., Lavrov V., Ternovyi Y., Jelínek M., Roubík H.",2023,What are the organizational and economic principles of organic farming in the context of sustainable development? Case of Ukraine,10.12775/EQ.2023.053,0,0,3,4,3,4,2,2,21.2,LSD: -econo*(1); labour*(2); socio(1) | PSD: financ*(1); income*(1); organizational*(2) | MSD: legal*(1); systema*(1)
371,617,Abrol D.,2023,Agroecology and Agrarian Transitions: Current Debate in India,10.1177/22779760231164861,0,0,3,3,3,3,4,4,21.15,LSD: education(1); peasant*(1); landless*(1) | PSD: corporat*(1); commons*(1); food security*(1) | MSD: labor(1); adoption*(1); farmer(1); security(1)
372,161,"Mafongoya P., Rusinamhodzi L., Siziba S., Thierfelder C., Mvumi B.M., Nhau B., Hove L., Chivenge P.",2016,Maize productivity and profitability in Conservation Agriculture systems across agro-ecological regions in Zimbabwe: A review of knowledge and practice,10.1016/j.agee.2016.01.017,0,0,3,4,2,2,4,6,21.1,LSD: -econo*(1); labour*(2); socio(1) | PSD: food security*(1); training*(1) | MSD: knowledge(1); farmer(3); security(1); strateg*(1)
373,410,Taylor M.,2021,Ecological crises in the rural world,10.4337/9781788972468.00067,1,2,1,1,2,2,1,1,21.1,DSD: agrarian studies*(2) | LSD: displace*(1) | PSD: case stud*(1); rural*(1) | MSD: strateg*(1)
374,293,"Mottet A., Bicksler A., Lucantoni D., De Rosa F., Scherf B., Scopel E., López-Ridaura S., Gemmil-Herren B., Bezner Kerr R., Sourisseau J.-M., Petersen P., Chotte J.-L., Loconto A., Tittonell P.",2020,Assessing Transitions to Sustainable Agricultural and Food Systems: A Tool for Agroecology Performance Evaluation (TAPE),10.3389/fsufs.2020.579154,0,0,2,3,6,9,3,3,21.05,LSD: -econo*(1); socio(2) | PSD: food system*(4); governance*(1); histor*(1); household(1); market(1); nutrition*(1) | MSD: knowledge(1); societ*(1); stakeholder*(1)
375,506,Arregui A.G.,2022,Activating dark earths: somatosoils and the carbonic loops of Amazonian ecologies,10.1111/1467-9655.13770,1,1,2,3,0,0,0,0,21.0,DSD: ethnograph*(1) | LSD: anthropolog*(2); ethno*(1)
376,1289,"Khan A., Patil C.H., Vibhute A.D., Mali S.",2025,Machine Learning Methods for Crop Yield Prediction Across Diverse Agricultural Environments,10.1007/978-981-97-9839-1_7,0,0,2,10,1,3,2,2,20.95,LSD: learn*(9); decision-making*(1) | PSD: training*(3) | MSD: decision*(1); modern(1)
377,1352,"Janaki Rani A., Kavitha B., Abirami S., Narmadha N., Murugan P.P., Sumathi E., Sathya Bama K., Manimekalai R.",2025,Pesticide in Indian agriculture: Consumption pattern and farmers perception,10.14719/pst.6210,0,0,2,2,6,7,5,7,20.95,LSD: school*(1); pesticide exposure*(1) | PSD: financ*(1); income*(1); training*(2); transform(1); subsid*(1); access to*(1) | MSD: knowledge(1); decision*(1); law*(1); perceive*(1); perception*(3)
378,600,Dorin B.,2022,"Theory, Practice and Challenges of Agroecology in India",10.1080/14735903.2021.1920760,0,0,3,3,3,4,3,4,20.9,LSD: labour*(1); poverty*(1); Green Revolution*(1) | PSD: food security*(1); innovation*(2); organizational*(1) | MSD: labor(2); adoption*(1); security(1)
379,142,"Ishak S., Omar A.R.C., Moen J.A.",2015,"World-view, locus of control and entrepreneurial orientation in social entrepreneurship endeavour",10.5901/mjss.2015.v6n3s1p592,0,0,2,11,1,1,1,1,20.85,LSD: social(10); livelihood*(1) | PSD: market(1) | MSD: adoption*(1)
380,709,León Araya A.,2023,Monocrops,10.1080/03066150.2023.2174858,1,1,1,3,1,1,4,6,20.85,DSD: political ecolog*(1) | LSD: Green Revolution*(3) | PSD: power(1) | MSD: knowledge(1); labor(1); moderniz*(3); think*(1)
381,4012,"Dellal, I. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kai, S.; Tan, S.; Tan, S.",2004,The socio-economic analysis of contracted turkey farms: The Turkish case,,0,0,3,4,2,6,2,3,20.8,LSD: -econo*(1); marketing*(1); socio(2) | PSD: income*(4); price(2) | MSD: labor(2); cattle*(1)
382,493,"Walker G., Osbahr H., Cardey S.",2021,Thematic Collages in Participatory Photography: A Process for Understanding the Adoption of Zero Budget Natural Farming in India,10.1177/1609406920980956,0,0,3,3,4,4,1,2,20.7,LSD: pedagog*(1); socio(1); self-help group*(1) | PSD: extension(1); innovation*(1); movement*(1); resilience*(1) | MSD: adoption*(2)
383,3607,"Quang, D.V. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Tsuji, M.",2003,Influences of main factors on the growth of rice production and the adoption of modern varieties in Vietnam: A case study in outskirts of Hanoi,,0,0,2,3,6,7,3,4,20.65,LSD: reform*(2); poverty*(1) | PSD: case stud*(1); food security*(1); income*(1); question(1); rural*(2); well-being*(1) | MSD: adoption*(2); modern(1); security(1)
384,443,"John D.A., Babu G.R.",2021,Lessons From the Aftermaths of Green Revolution on Food System and Health,10.3389/fsufs.2021.644559,0,0,2,8,3,4,1,1,20.6,LSD: poverty*(1); Green Revolution*(7) | PSD: food system*(2); rural*(1); health outcome*(1) | MSD: law*(1)
385,555,"Jaacks L.M., Gupta N., Plage J., Awasthi A., Veluguri D., Rastogi S., Dall’Agnese E., Ramanjaneyulu G.V., Jain A.",2022,Impact of the COVID-19 pandemic on agriculture in India: Cross-sectional results from a nationally representative survey,10.1371/journal.pstr.0000026,0,0,3,3,4,4,1,1,20.6,LSD: learn*(1); poverty*(1); below poverty line*(1) | PSD: commons*(1); food system*(1); credit*(1); ration card*(1) | MSD: labor(1)
386,3089,"""Song, M. (Kyushu Univ., Fukuoka (Japan)); Hu, B.; Yokogawa, H. """,2001,The area fluctuation of cultivated land since the establishment of new China and its contributors in recent decades,,0,0,2,5,4,7,3,3,20.55,LSD: reform*(4); social(1) | PSD: collective*(2); income*(1); rural*(3); urban(1) | MSD: farmer(1); law*(1); wage*(1)
387,164,Abramson D.B.,2016,Periurbanization and the politics of development-as-city-building in China,10.1016/j.cities.2015.11.002,0,0,1,3,6,21,3,7,20.45,LSD: socio(3) | PSD: rural*(5); transform(1); urban(9); resilience*(1); peri-urban*(3); periurban*(2) | MSD: labor(1); societ*(2); urbaniz*(4)
388,42,"Eriksen S.E.H., Watson H.K.",2009,The dynamic context of southern African savannas: investigating emerging threats and opportunities to sustainability,10.1016/j.envsci.2008.10.009,1,1,1,2,3,3,1,1,20.35,DSD: social science*(1) | LSD: social(2) | PSD: power(1); perspective(1); vulnerab*(1) | MSD: initiative*(1)
389,781,"Meena D.K., Das B.K., Das A.K., Sahoo A.K.",2024,13th Indian fisheries and aquaculture forum focuses on natural farming solutions: a promising path towards sustainable fish production,10.22034/iar.2024.2008481.1625,0,0,3,3,2,3,4,6,20.35,LSD: collaborat*(1); social(1); traditional knowledge*(1) | PSD: market(2); resilience*(1) | MSD: knowledge(3); adopting*(1); modern(1); dairy*(1)
390,1108,"Swarnam T.P., Velmurugan A., Subramani T.",2025,Blending Traditional Knowledge of Farmers in Agriculture with Modern Scientific Technologies in Andaman and Nicobar Islands,10.1007/978-981-96-1020-4_36,0,0,3,5,1,1,3,6,20.35,LSD: tribal*(1); indigenous knowledge*(2); traditional knowledge*(2) | PSD: nutrition*(1) | MSD: knowledge(4); modern(1); security(1)
391,981,"Mishra A.K., Das R., Grover D., Meher M., Biswal B., Sharma S., John A.",2024,Re-Carbonation of Terrestrial Production Landscapes Through Regenerative Agriculture,10.1201/9781003539070-18,0,0,3,3,3,4,2,3,20.3,LSD: livelihood*(1); poverty*(1); food insecur*(1) | PSD: corporat*(1); credit*(1); resilience*(2) | MSD: security(2); livestock*(1)
392,1230,"Rosier C.L., Knecht A., Steinmetz J.S., Weckle A., Bloedorn K., Meyer E.",2025,From soil to health: advancing regenerative agriculture for improved food quality and nutrition security,10.3389/fnut.2025.1638507,0,0,2,2,5,6,6,8,20.3,LSD: collaborat*(1); malnutrition*(1) | PSD: engage*(1); extension(1); systemic*(1); certification*(1); nutrition*(2) | MSD: knowledge(1); adoption*(2); implemented*(1); initiative*(2); security(1); strateg*(1)
393,446,"Goswami G., Datta S., Sharma S., Mukherjee J.",2021,"Locally informed “remediation” interventions: lessons of community (co)engagement from semi-arid Bundelkhand, India",10.1016/B978-0-12-823895-0.00028-2,0,0,3,3,4,5,0,0,20.25,LSD: empower*(1); multistakeholder*(1); livelihood*(1) | PSD: argue*(1); engage*(2); case stud*(1); narrative*(1)
394,1319,"Rehman A., Nawaz A., Islam M., Haider F.U., Farooq M.",2025,Nitrogen pollution and management in rice–wheat cropping system,10.1007/s11104-025-07917-2,0,0,2,3,4,5,6,10,20.25,LSD: education(2); decision-making*(1) | PSD: case stud*(1); financ*(1); training*(1); groundwater*(2) | MSD: adoption*(2); decision*(1); farmer(1); implementing(1); researcher*(1); strateg*(4)
395,432,Aga A.,2021,Genetically Modified Democracy: Transgenic Crops in Contemporary India,,0,0,3,3,4,5,0,0,20.25,LSD: anthropolog*(1); democratic*(1); agrarian distress*(1) | PSD: engage*(1); power(1); transform(2); agribusiness*(1)
396,927,"Putra B.D., Salman D., Nadja R.A., Jamil M.H.",2024,"Mapping and Categorizing Self-Help Agricultural Training Centers (SARTC) in South Sulawesi, Indonesia",10.18280/ijsdp.190628,0,0,3,3,2,9,1,4,20.15,LSD: institution(1); interview(1); learn*(1) | PSD: extension(3); training*(6) | MSD: farmer(4)
397,141,"Velmurugan A., Swarnam T.P., Sai T.P., Dam Roy S.",2015,Traditional farming and post harvest processing of coconut by Nicobari tribe,,0,0,3,6,1,1,1,4,20.15,LSD: tribal*(3); livelihood*(2); traditional knowledge*(1) | PSD: communicat*(1) | MSD: knowledge(4)
398,7241,NITI Aayog,2022,National Workshop on Innovative Agriculture,,0,0,2,2,6,7,4,4,20.15,LSD: cooperat*(1); marketing*(1) | PSD: extension(1); food system*(1); innovation*(2); rural*(1); credit*(1); certification*(1) | MSD: discussion*(1); initiative*(1); researcher*(1); dairy*(1)
399,467,"Singh P.K., Chudasama H.",2021,Pathways for climate change adaptations in arid and semi-arid regions,10.1016/j.jclepro.2020.124744,0,0,2,4,5,10,1,1,20.1,LSD: gender*(1); socio(3) | PSD: financ*(2); governance*(3); rural*(2); vulnerab*(1); resilience*(2) | MSD: village*(1)
400,639,"Jaacks L.M., Bliznashka L., Craig P., Eddleston M., Gathorne-Hardy A., Kumar R., Mohan S., Norrie J., Rajan S., Roy A., Yandrapu B., Venkateshmurthy N.S., Prabhakaran P.",2023,Co-Benefits of Largescale Organic farming on huMan health (BLOOM): Protocol for a cluster-randomised controlled evaluation of the Andhra Pradesh Community-managed Natural Farming programme in India,10.1371/journal.pone.0281677,0,0,2,3,6,7,2,3,20.05,LSD: empower*(1); pesticide exposure*(2) | PSD: commons*(1); household(2); income*(1); intervention(1); credit*(1); nutrition*(1) | MSD: adopting*(1); implemented*(2)
401,1339,Naik V.,2025,Organic Vegetable Farming in Southern India: A Pathway to Enhanced Farmers’ Income,10.35716/IJED-24516,0,0,2,2,6,9,3,3,20.05,LSD: education(1); decision-making*(1) | PSD: extension(1); income*(4); market(1); training*(1); credit*(1); access to*(1) | MSD: adoption*(1); decision*(1); societ*(1)
402,1048,"Harahap B., Risal M., Widodo W., Sutanto A., Sapar, Qamaruddin M.Y.",2024,"WHETHER ACCESS TO AGRICULTURAL AID IMPROVES THE WELFARE OF FARMER HOUSEHOLDS IN PALOPO, INDONESIA WITH BUDGET AS A MODERATE VARIABLE",10.24857/rgsa.v18n4-121,0,0,2,4,4,10,2,5,20.0,LSD: empower*(1); poverty*(3) | PSD: household(3); rural*(3); vulnerab*(1); access to*(3) | MSD: family(1); farmer(4)
403,244,"Ayyam V., Palanivel S., Chandrakasan S.",2019,Coastal ecosystems of the tropics - Adaptive management,10.1007/978-981-13-8926-9,0,0,3,4,2,3,2,2,19.95,LSD: -econo*(1); socio(1); livelihood*(2) | PSD: paradigm*(1); vulnerab*(2) | MSD: people*(1); strateg*(1)
404,1485,"Alphonso R., Arumugam T.D., Cheela V.R.S.",2026,Integrated environmental and economic trade-offs in rice cultivation in emerging economies using a life cycle approach,10.1007/s44274-026-00546-1,0,0,3,3,3,3,2,2,19.95,LSD: labour*(1); reform*(1); social(1) | PSD: rural*(1); subsid*(1); access to*(1) | MSD: strateg*(1); transport*(1)
405,402,"Chithirairajan B., Suvarna T.",2021,"Contribution Of Organic Farming For Environmental Development With Special Reference To Nagapattinam District, Tamil Nadu",,0,0,3,3,3,3,2,2,19.95,LSD: interview(1); labour*(1); social(1) | PSD: corporat*(1); crop failure*(1); groundwater*(1) | MSD: modern(1); societ*(1)
406,3987,"Khunying prapaisri, P. (Ministry of Agriculture and Cooperatives (Thailand))",2004,Sustainable development of agriculture: Southeast Asian perspectives and issues,,0,0,3,3,3,3,2,2,19.95,LSD: collaborat*(1); cooperat*(1); reform*(1) | PSD: market(1); rural*(1); subsistence*(1) | MSD: labor(1); strateg*(1)
407,6328,"Liu, R. (Kyushu University (Japan). Graduate School of Bioresource and Bioenvironmental Science, Department of Agricultural and Resource Economics, Laboratory of Food Marketing and Distribution); Moritaka, M.; Fukuda, S.",2017,The position of consumer cooperatives as a rice retail format in Japan: An analysis of the Fukuoka Prefectural consumer cooperative members' rice-purchasing needs and behaviors,,0,0,3,5,1,5,1,2,19.95,LSD: cooperat*(3); marketing*(1); social(1) | PSD: price(5) | MSD: strateg*(2)
408,916,"Brock S., Baker L., Jekums A., Ahmed F., Fernandez M., Montenegro de Wit M., Rosado-May F.J., Méndez V.E., Anderson C.R., DeClerck F., Anderson M.D., Bezner Kerr R., Hoare B., Wittman H., Peeters A., Gubbels P., Stancu C., Bellon S., Lundgren J.G., Renduchintala S., Thallam V., Maland Cady J., Rogé P.",2024,Knowledge democratization approaches for food systems transformation,10.1038/s43016-024-00966-3,0,0,3,4,1,2,3,9,19.9,LSD: social(1); decision-making*(1); decision making*(2) | PSD: food system*(2) | MSD: knowledge(5); decision*(3); law*(1)
409,465,"Manna M.C., Rahman M.M., Naidu R., Bari A.S.M.F., Singh A.B., Thakur J.K., Ghosh A., Patra A.K., Chaudhari S.K., Subbarao A.",2021,"Organic farming: A prospect for food, environment and livelihood security in Indian agriculture",10.1016/bs.agron.2021.06.003,0,0,2,2,4,7,6,11,19.85,LSD: social(1); livelihood*(1) | PSD: communicat*(1); food security*(4); market(1); question(1) | MSD: knowledge(1); farmer(2); implemented*(1); people*(1); security(5); strateg*(1)
410,1112,"Madhu M., Hombegowda H.C., Bishnoi R.",2025,Blending Traditional Knowledge of Farmers in Agriculture with Modern Scientific Technologies in Hill and Tribal Areas of Odisha,10.1007/978-981-96-1020-4_29,0,0,2,9,1,1,2,6,19.85,LSD: tribal*(4); traditional knowledge*(5) | PSD: subsistence*(1) | MSD: knowledge(5); modern(1)
411,795,"Vikas, Ranjan R.",2024,Agroecological approaches to sustainable development,10.3389/fsufs.2024.1405409,0,0,2,2,6,9,2,5,19.75,LSD: socioeconomic*(1); livelihood*(1) | PSD: food security*(4); food system*(1); paradigm*(1); rural*(1); nutrition*(1); resilience*(1) | MSD: practitioner*(1); security(4)
